bga_id,bga_name,bgg_id,status,note
2276,Mind MGMT,284653,kept,
2456,Time Splicers,416005,kept,
2552,Scream Park,418825,kept,
2667,Pyramis,460461,kept,
1604,Pugs in Mugs,313442,kept,
1961,Glass Road,143693,kept,
2043,Lure,415780,kept,
2157,Ekko,427063,kept,
2371,Yaxha,420061,kept,
1605,Space Station Phoenix,356414,kept,
1626,Tiny Epic Defenders (Second Edition),238656,kept,
1656,Caper: Europe,328565,kept,
1712,61 Autumn leaves,375440,kept,
1899,Bloxo,8089419,kept,
2246,Cake Master,400265,kept,
2258,Shut the Box,9851,kept,
40,K2,73761,kept,
1244,Solar Storm,274037,kept,
1307,My First Castle Panic,267314,kept,
1583,Rolling Pins,353799,kept,
1759,Ticket Gagnant,53330,kept,
1819,Colorado,366397,kept,
1821,Timeline Twist,379290,kept,
1870,DVONN,2346,kept,
2197,Dédale,418954,kept,
1002,Spyrium,137269,kept,
1342,Vulture Culture,175,kept,
1345,Chicago Express,31730,kept,
1351,Sheep Boom Bah,259310,kept,
1375,Uptown,29073,kept,
1419,Troyes Dice,284584,kept,
1522,Chimera Station,163642,kept,
1525,The Mother Road: Route 66,344268,kept,
1570,Splito,359878,kept,
1844,Terra Nova,364186,kept,
2074,Expressions,402337,kept,
2183,Superstore 3000,427084,kept,
2400,Tsukuru Ten Ten,438523,kept,
2473,Limit,439306,kept,
2538,Quest Inc.,392465,kept,
2543,Good Fortune,459170,kept,
2626,Positano,383190,kept,
74,Checkers,2083,remapped,
1030,Battle of LITS,105265,kept,
1085,Secret Moon,162660,kept,
1212,Small Islands,236248,kept,
1291,Caravan,269789,kept,
1672,The Gnomes of Zavandor,103184,kept,
2266,Living Forest Duel,427260,kept,
2306,Cassino,18121,kept,
2431,Snorkeling,448620,kept,
2453,Memory,7688,kept,
1014,Koryŏ,,dropped-placeholder,
1452,District Noir,216497,kept,
1758,Qawale,368465,kept,
1133,Briscola,11733,kept,
1535,Little Factory,306300,kept,
1607,Regidice,350604,kept,
1728,Vegetable Stock,328211,kept,
1936,Boreal,400266,kept,
1937,Word Traveler,400508,kept,
2095,Tulip & Rose,328378,kept,
2192,Splitter,349131,kept,
2411,Moonlight: The Land of the Wolves,441731,kept,
2448,The Last Droids,438417,kept,
2459,Asteria,392461,kept,
1087,Nine Men's Morris,3886,kept,
1126,Hypnosia,,dropped-placeholder,
1590,Baby Dinosaur Rescue,352375,kept,
1601,Gangsta!,282475,kept,
1602,Garden Nation,341245,kept,
1721,Go Goa,344685,kept,
1765,Big Two,13597,kept,
1800,On Tour,251412,kept,
2049,Claim,233961,kept,
2422,Congkak,255613,kept,
2641,Crits & Tricks,436907,kept,
1197,Barbu,6974,kept,
1206,Room 25,127024,kept,
1415,Durak,29351,kept,
1508,Samarkand,364,kept,
1576,Get on Board: New York & London,347013,kept,
2010,Chu Han,288558,kept,
2219,Nibble,325421,kept,
2224,Biomes of Nilgiris,393880,kept,
2270,Mythicals the boardgame,431304,kept,
2409,13 Leaves,434442,kept,
2673,Game of Trains,180602,kept,
1243,Pinochle,4583,kept,
1245,Fleet,121297,kept,
1358,Bao la Kiswahili,14186,kept,
1389,Mattock,320505,kept,
1464,Nicodemus,334644,kept,
1515,Homeworlds,14634,kept,
1774,Get on Board: Paris & Roma,380105,kept,
1775,Hawaiian Hanafuda,221053,kept,
1813,Mighty,172998,kept,
1929,Forever Home,385999,kept,
2544,Charuma,446530,kept,
1007,Hex,4112,kept,
1151,Dragon Castle,232219,kept,
1474,Clash of Decks,308500,kept,
1552,Arctic Scavengers,41933,kept,
1814,Envelopes of Cash,355467,kept,
1863,Piepmatz: Little Songbirds,246200,kept,
1896,Shogi,2065,kept,
1990,Dobro,357991,kept,
2019,Greasy Spoon,386188,kept,
2034,Mega Jackpot,419262,kept,
2238,Love Links,336934,kept,
2523,Spy World,454696,kept,
51,Cinco,87288,kept,
1308,Blue Skies,309000,kept,
1469,Art Decko,260316,kept,
1555,Noah,116858,kept,
1556,Minhwatu,,dropped-override,
1600,Strands,364343,kept,
1650,Drones vs Seagulls,354842,kept,
1724,Ultimate Tic-Tac-Toe,42336,kept,
1835,Schnapsen,11582,kept,
1876,Orion Duel,380134,kept,
1905,Hachihachi,57536,kept,
2331,SUPER,418036,kept,
2404,Mystling Academy,446426,kept,
2469,Fox on the Tree,442146,kept,
2632,Sea Shells,453737,kept,
1306,Squadro,245222,kept,
1545,Tucano,318556,kept,
1618,Dots and Boxes,17106,kept,
1633,Go Fish,7682,kept,
1647,Herd,369336,kept,
1689,Vaalbara,361241,kept,
1760,Okanagan: Valley of the Lakes,230089,kept,
1861,101: the match,340816,kept,
1881,Oxono,398388,kept,
1885,Linx,399757,kept,
2013,Khiva,416832,kept,
2239,Hamsters vs Hippos,338920,kept,
2264,Bunny Drops,399368,kept,
2394,Irish Gauge,161882,kept,
2646,62 Soleils d'Eté,459295,kept,
2682,Slambo,435357,kept,
1075,Legendary Inventors,200785,kept,
1199,Dingo's Dreams,182116,kept,
1315,Homesteaders,26566,kept,
1397,Sevens,18399,kept,
1422,Boomerang: USA,300369,kept,
1597,Yokai Septet,251433,kept,
1720,24/7: The Game,25182,kept,
1999,Micro Midgard,389185,kept,
2077,Power Vacuum,402106,kept,
2293,Legions,435810,kept,
2393,TEKKEN – the Board Game,441788,kept,
2403,Massive-Verse: Fighting Card Game,396706,kept,
2490,Fight 5,448488,kept,
2556,Dragonarium,439520,kept,
1153,Palace,20528,kept,
1255,Boomerang: Australia,296167,kept,
1256,Dice Summoners,252544,kept,
1272,Crime Zoom: A Dirty Objective,356303,remapped,
1484,Almadi,341233,kept,
1487,BuyWord,8920,kept,
1532,Yaniv,88900,kept,
2041,Lunar,383452,kept,
2119,Bauer,406852,kept,
2204,Ninjan,425254,kept,
2294,Panda Rei,419669,kept,
2398,Bebop,414349,kept,
2468,The Little Flower Shop,218025,kept,
1019,Assyria,43152,kept,
1139,Ponte del Diavolo,29525,kept,
1181,Yokai,269146,kept,
1254,Oh-Seven,,dropped-placeholder,
1373,Nain Jaune,13350,kept,
1388,Panic Lab,121073,kept,
1475,Mercado de Lisboa,262477,kept,
1536,Worldwide Tennis,309886,kept,
1559,Roppyakken,,dropped-override,
1693,Mech A Dream,365647,kept,
1709,Zefiria,341402,kept,
1781,Poker Dice,10502,kept,
1789,Cucco,16110,kept,
1797,Skate Legend,360747,kept,
1871,Let's Catch the Lion!,56796,kept,
1907,Inverted Dice,190950,kept,
1920,Flip Freighters,356554,kept,
2201,Quartz: The Dice Game,357989,kept,
22,Hawaii,106217,kept,
60,Nautilus,131616,kept,
1152,Saint Poker,251060,kept,
1174,Marram,287002,kept,
1185,Big Time Soccer,212436,kept,
1408,Cloud City,313963,kept,
1421,Boomerang: Europe,300367,kept,
1429,King of the Pitch,329641,kept,
1546,VektoRace,256839,kept,
1612,Dinner In Paris,320819,kept,
1679,Vidrasso,351666,kept,
1711,Turncoats,352238,kept,
1757,OASIS New Hope,380178,kept,
1761,Exit Strategy,380728,kept,
1996,Stonks,364277,kept,
2046,Dicy Cards,420793,kept,
2115,Lepidoptery,422368,kept,
2232,Bower,411872,kept,
2308,Crash,63371,kept,
2332,Vizia,94363,kept,
2372,Beyond,413737,kept,
2379,Hội Phố (Second Edition),350468,kept,
2420,River Rats,428024,kept,
2539,Pyrotechnics,441646,kept,
2639,Bluff King,465983,kept,
19,Uncle Chestnut's Table Gype,66643,kept,
1110,The Battle for Hill 218,32484,kept,
1298,ONE,325413,kept,
1395,Iwari,4607619,kept,
1500,Pente,1295,kept,
1506,Kmakici Family's greatest teatime,339107,kept,
1507,Big Monster,246567,kept,
1512,Tumbleweed,318702,kept,
1563,Farm Club,358790,kept,
1699,Lumen: The Lost World,377947,kept,
1837,Caïrn,275916,kept,
1908,Vault: A Den of Thieves,402803,kept,
2087,Inside Job,324914,kept,
2110,Inori,415938,kept,
2176,Mango,428847,kept,
2212,Choconnect,417334,kept,
2378,15 Jours en France,435323,kept,
31,United Square,119316,kept,
32,Gygès,10527,kept,
63,Pylos,1419,kept,
1137,Blooms,249095,kept,
1198,Kulami,108831,kept,
1220,Connect6,22847,kept,
1274,Mapmaker: The Gerrymandering Game,252997,kept,
1398,Martian Chess,19803,kept,
1418,Linkage,41149,kept,
1423,Spirits of the Forest,235375,kept,
1593,Soulaween,269766,kept,
1671,Micro Dojo,319592,kept,
1682,Seotda,,dropped-placeholder,
1695,Eriantys,341286,kept,
1767,Volto,6941248,kept,
1777,Galactic Era,281676,kept,
1978,Flowers: A Mandala Game,412563,kept,
1985,Nacho Pile,366327,kept,
2040,Spring Cleaning,387015,kept,
2047,Pescado Novo,359499,kept,
2103,Forage,373577,kept,
2134,Eternitium,402324,kept,
2159,Gems of Iridescia,396375,kept,
2175,Stalk Exchange,416552,kept,
2184,Refuge,428457,kept,
2218,Battlegammon,419109,kept,
2259,Blast Radius,434293,kept,
2298,Whist,13337,kept,
2444,Wana,364012,kept,
2498,Amoriax,429439,kept,
1026,Metromania,23908,kept,
1047,Crazy Farmers,302238,kept,
1104,Gaïa,163920,kept,
1125,Apocalypse at the Zoo of Carson City,234834,kept,
1192,Tea Time,121015,kept,
1319,Rest In Peace,319680,kept,
1327,Verona Twist,255029,kept,
1463,Boss Quest,285892,kept,
1526,Rainbow,341510,kept,
1620,La Marche du Crabe,316632,kept,
1698,Dou Dizhu,32288,kept,
1726,Gift of Tulips,286788,kept,
1734,Tang Hu Lu,355739,kept,
1811,AOC: Age of Champagne,356485,kept,
1831,12 Chip Trick,358669,kept,
1914,Pond,398331,kept,
2002,Crisps!,415108,kept,
2067,Belladone Bluff,403209,kept,
2069,Cookie Addict!,306032,kept,
2098,Odicey,438594,kept,
2107,Cairo Corridor,137173,kept,
2221,Mind Cycling,401303,kept,
2278,Kani Nari Ebi,436073,kept,
2309,1000,42499,kept,
2388,Jewel Box,424198,kept,
2389,Nature,330152,kept,
2397,Aquarius,814,kept,
2417,Trench,102881,kept,
2454,Matchstick Tycoon,446637,kept,
2480,Neon Reign,417106,kept,
2691,Drako: Aetherya Pocket,455344,kept,
2717,“Relative” Space,442507,kept,
25,China Gold,13928,kept,
75,Sobek,67185,kept,
1005,Armadöra,8229,kept,
1031,Xiangqi,2393,kept,
1035,Evo: The “Game no Name”,,dropped-placeholder,
1184,Bobail,310888,kept,
1226,Yin Yang,5236,kept,
1235,Quantik,286295,kept,
1270,Eminent Domain: Microcosm,163640,kept,
1323,Zener,248430,kept,
1465,Sensei,187959,kept,
1473,Simplicity,288254,kept,
1644,Art Thief,354720,kept,
1651,Meridians,333775,kept,
1739,AVES,224122,kept,
1793,Knockout Whist,20525,kept,
1812,Pook,373383,kept,
1958,Cheez-Tricks,407627,kept,
1991,Cradle to Grave,371787,kept,
2068,Park Life,414944,kept,
2161,Coffee,94746,kept,
2271,Propuh,408769,kept,
2274,Sir Ocelot's cave,437821,kept,
2281,Dice Pyramid,384152,kept,
2358,Catatac,436257,kept,
2370,Custodian Dice,427393,kept,
2449,Call of Katulhu,315766,kept,
2688,TomaToss,452321,kept,
2693,Ūnane,472126,kept,
2696,Minefield,420797,kept,
2714,Palourde,432085,kept,
1036,Nile,40213,kept,
1059,Tiki,214910,kept,
1188,ToeShamBo,258723,kept,
1317,Rolled West,280041,kept,
1490,The Lady and the Tiger (Doors),222643,kept,
1496,SteamRollers,182704,kept,
1517,Pyrga,305723,kept,
1528,Tiny Farms,305841,kept,
1615,Yoxii,361084,kept,
1623,Konane,8122,kept,
1625,Good Cop Bad Cop,287821,kept,
1684,Bandada,306182,kept,
1686,Hokito,114562,kept,
1706,Mod Ten,,dropped-placeholder,
1713,Nylon-ppong,,dropped-placeholder,
1780,Mia,41247,kept,
1795,Cucumber,101425,kept,
1834,Écarté,20240,kept,
1944,Cannonades,376707,kept,
1959,Goblin Hood,411050,kept,
1969,ECK,320097,kept,
1998,Road to 300,414816,kept,
2024,Metz,360214,kept,
2055,Resolve,314106,kept,
2248,Churn,437052,kept,
2277,Savanna Ten,436045,kept,
2286,Shokoba,33964,kept,
2304,Deck EXPRESS: Tennessee Central,438649,kept,
2362,Crazy Corgi,433285,kept,
2365,The King of the Woods,429477,kept,
2419,Medu,449437,kept,
2427,Skirmish: Battle for Draconia,429580,kept,
2524,Run Buster,456430,kept,
2655,Quatrix,,dropped-placeholder,
15,Amyitis,29934,kept,
21,Diam's,116975,kept,
45,Tournay,105037,kept,
57,Neutreeko,3319,kept,
65,Djambi,17691,kept,
67,Gear & Piston,140613,kept,
68,Kabaleo,94891,kept,
71,Thermopyles,141019,kept,
73,Isaac,88113,kept,
1006,The Jelly Monster Lab,142615,kept,
1009,Twin Tin Bots,126239,kept,
1012,8 Masters' Revenge,,dropped-placeholder,
1016,Polis: Fight for Hegemony,69779,kept,
1022,Florenza: The Card Game,143484,kept,
1024,Noir: Killer versus Inspector,102148,kept,
1027,Dark Agent,,dropped-placeholder,
1028,Le Dernier Peuple,,dropped-placeholder,
1029,Bombay,40214,kept,
1033,Logger,36985,kept,
1037,Four Color Cards,22501,kept,
1065,Hack Trick,,dropped-placeholder,
1068,Jump Gate,62809,kept,
1071,Dragon Line,156576,kept,
1074,KQJ,,dropped-placeholder,
1076,Eruption,88594,kept,
1082,Remember When,185769,kept,
1084,Caribbean All Fours,10789,kept,
1088,Tablut,6121,kept,
1091,Lines of Action,3406,kept,
1098,Alveole,,dropped-placeholder,
1099,Takara Island,150599,kept,
1105,Veggie Garden,211533,kept,
1106,Outlaws: Last Man Standing,204504,kept,
1112,Origin,127095,kept,
1117,Khronos,25674,kept,
1120,Dragon Keeper: The Dungeon,185344,kept,
1129,Guildes,220276,kept,
1134,The Ruhr: A Story of Coal Trade,226254,remapped,
1136,Penny Press,148205,kept,
1149,Circle of Life,184730,kept,
1150,Siam,20782,kept,
1156,GORami,121011,kept,
1157,NXS,182274,kept,
1159,Mammalath,281429,kept,
1160,Finity,290506,kept,
1170,Exploration: Warzone,299556,kept,
1171,Veletas,151224,kept,
1183,Con Sonar!,308357,kept,
1189,Hungarian Tarokk,101723,kept,
1215,Soluna,131199,kept,
1232,A Fistful of Gold,305980,kept,
1233,Krosmaster Blast,256940,kept,
1234,Steam Works,143176,kept,
1242,Geek Out! Masters,225569,kept,
1247,Quetzal,300700,kept,
1250,Biyi,316581,kept,
1259,Pedro,6912,kept,
1261,Medo,,dropped-placeholder,
1263,Grosstarock,2780,remapped,
1265,Indian Chief,40446,kept,
1271,Solo Whist,19451,remapped,
1280,Thrive,250725,kept,
1283,Mijnlieff,72667,kept,
1285,Phat,,dropped-placeholder,
1295,Balloon Pop!,212027,kept,
1297,Herooj,127304,kept,
1304,Grand Bazaar,189489,kept,
1312,Bids,296420,kept,
1318,Murus Gallicus,55131,kept,
1325,The Nine Domains,,dropped-placeholder,
1330,Trick of the Rails,118497,kept,
1332,Lineae,,dropped-placeholder,
1333,Herrlof,286081,kept,
1338,Quinque,255027,kept,
1343,Paris Connection,75358,kept,
1347,Hoarders,281417,kept,
1350,Get the MacGuffin,241245,kept,
1352,Senshi,247143,kept,
1353,Detective Poker,329640,kept,
1357,Sparts,,dropped-placeholder,
1363,Blaze,332317,kept,
1364,Queens & Kings... A Checkers Game,279769,kept,
1366,Calypso,17103,kept,
1377,Penalty Challenge,321928,kept,
1391,For-Ex,227605,kept,
1392,Monster Factory,112598,kept,
1403,Gopher,,dropped-placeholder,
1404,Bug,240835,kept,
1407,Crazy Eights,11017,kept,
1410,Gold West,154086,kept,
1411,15 Days,298619,kept,
1413,Egocentric World,300226,kept,
1417,EpiZodiak,,dropped-placeholder,
1424,Coin Age,146130,kept,
1431,Legends of Hellas,353921,kept,
1434,Canosa,288648,kept,
1435,Fai-fo,288920,kept,
1436,Troggu,,dropped-placeholder,
1437,Talon,145976,kept,
1441,Guile,138091,kept,
1443,Factum,337178,kept,
1448,Mascarade,,dropped-placeholder,
1449,Dodo,,dropped-placeholder,
1451,Pyramid Poker,213953,kept,
1454,Gravity Superstar,254088,kept,
1457,Minnesota Whist,154537,kept,
1458,EVL,340377,kept,
1470,Castles of Caleira,236905,kept,
1480,Century: Spice Road,209685,remapped,
1498,Mü,152,kept,
1501,Silo,,dropped-placeholder,
1504,Zola,331666,kept,
1510,I'm The Boss,115,kept,
1516,Bahama Taxi,174337,kept,
1518,Las Vegan,347702,kept,
1524,Trusis,325121,kept,
1527,Morocco,183150,kept,
1529,Icebreaker,,dropped-placeholder,
1541,Twin Palms,352818,kept,
1543,Scriptoria,305211,kept,
1544,Narabi,257836,kept,
1547,Crusaders: Thy Will Be Done,170624,kept,
1549,Commander Chess,191203,kept,
1550,Pier 18,346747,kept,
1553,VEGEtables,128072,kept,
1557,Hydroracers,344425,kept,
1564,Ice and the Sky,180938,kept,
1565,Kraken Up,335090,kept,
1568,Robots Ate Our Pizza,332173,kept,
1569,Heckin Hounds,340813,kept,
1571,Tinners' Trail,321277,kept,
1574,Rive,359061,kept,
1578,Oust,30936,kept,
1579,Betta,329227,kept,
1581,Cephalopod,22790,kept,
1582,Coupell,233395,kept,
1584,Kingdoms,272821,kept,
1588,Redstone,120533,kept,
1591,Dragon Bridge,286031,kept,
1595,Draft Cider,360266,kept,
1596,Fractal,74129,kept,
1598,Dice Theme Park,311725,kept,
1608,Lifeline,358196,kept,
1611,MOW,38984,kept,
1614,EKONOS,345520,kept,
1624,Raubbau,363050,kept,
1636,Hadron,368118,kept,
1637,Impasse,6493,kept,
1638,The Great Split,366752,kept,
1639,Tiến Lên,18103,kept,
1642,Quintus,366707,kept,
1645,Tiny Turbo Cars,329862,kept,
1646,Megalomania,356231,kept,
1653,Streets,279720,kept,
1663,Diablo,370756,kept,
1676,Perikles,21954,kept,
1680,Rallyman: DIRT,312959,kept,
1683,Flume,67080,kept,
1687,Cosmos: Empires,365211,kept,
1688,Sasaki,344101,kept,
1691,Coins,373385,kept,
1696,Rift Valley Reserve,357973,kept,
1702,Lielow,349408,kept,
1714,Splash Down,376574,kept,
1718,Maps of Misterra,373190,kept,
1723,TriATri,351494,kept,
1727,Astra,369270,kept,
1729,Tuned,354201,kept,
1730,Color Flush,378010,kept,
1731,Roll Into Town,368733,kept,
1744,Reflections in the Looking Glass,377943,kept,
1754,Block Arena,262157,kept,
1756,Legend Raiders,265118,kept,
1762,The Great American Fox Hunt,382194,kept,
1770,All In,375567,kept,
1782,The Number,307450,kept,
1786,Empire Plateau,325735,kept,
1787,Divercité,296960,kept,
1798,Fika,292914,kept,
1801,Crypt,250442,kept,
1803,Isle of Trains: All Aboard,355224,kept,
1806,Trike,307379,kept,
1807,German Whist,25462,kept,
1808,Sergeant Major,154252,kept,
1809,Starship Merchants,114912,kept,
1810,Toepen,19971,kept,
1815,Sahwari,381635,kept,
1816,Tortuga 1667,218530,kept,
1818,D.E.I.: Divide et Impera,286158,kept,
1822,Dobble Connect,381429,kept,
1825,Wastelandia,368294,kept,
1827,Nap,73073,kept,
1828,Two-Ten-Jack,,dropped-placeholder,
1849,Humanity,379633,kept,
1856,Xxung,389734,kept,
1860,Quirky Quarks,396042,kept,
1869,Ynaros Fallin,357172,kept,
1872,42,12131,kept,
1874,3000 Scoundrels,367525,kept,
1880,Tholos,341753,kept,
1882,Masters of Renaissance: Lorenzo il Magnifico – The Card Game,280453,kept,
1886,Mutant Crops,193551,kept,
1898,Wolf and Sheep,148180,kept,
1925,Unrest,387248,kept,
1930,Open Season,391255,kept,
1931,Undergrove,376740,kept,
1932,Le Roy des Ribauds,394306,kept,
1942,Treos,420443,kept,
1955,Alakablast,344958,kept,
1960,Quattuor Reges,406518,kept,
1962,Battle Spirits Saga,411934,kept,
1968,Mate,19253,kept,
1971,Gold’n’Crash,411881,kept,
1975,The Brambles,325038,kept,
1976,Aurum,383459,kept,
1979,HUND,143882,kept,
1980,Auntie Mildred's list of random tasks,404798,kept,
1982,Qu4to,414639,kept,
1983,Stigméria,381860,kept,
1986,Grund,287895,kept,
1988,Maatatahay,393869,kept,
1989,Seven Knights Bewitched,405530,kept,
1995,Amazonas,15157,kept,
2004,Five Three Five,311031,kept,
2011,Bacon,365742,kept,
2014,Tapas,417487,kept,
2015,Golems,303734,kept,
2017,Forks: 2nd Edition,404233,kept,
2018,Nirds,,dropped-placeholder,
2020,Dickory,347218,kept,
2025,Festi’vibes,403133,kept,
2029,Dance of Muses,272595,kept,
2033,Circle Of Life: on the Savannah,416557,kept,
2037,Enemy Anemone,391985,kept,
2039,Fibonachos,375659,kept,
2045,Zookeepers,283482,kept,
2050,The Last,,dropped-placeholder,
2054,Onda,416952,kept,
2064,Qango,200632,kept,
2075,Aniversus,408753,kept,
2078,Diamonds,152162,kept,
2079,Batalla de Coronas,421255,kept,
2080,Strawberry Sunset,315021,kept,
2081,Blot,402711,kept,
2090,Norsemen,419643,kept,
2093,Persona Non Grata,315747,kept,
2097,Capybara'n'Capybara,351515,kept,
2108,Fled,382444,kept,
2122,Crash & Grab,346812,kept,
2132,Kiri-ai: The Duel,387769,kept,
2135,The Yellow House,420385,kept,
2137,Giraffe Raffe,428639,remapped,
2148,Safari Witness,420794,kept,
2153,Classified Information,392471,kept,
2163,Potions of Azerland,372831,kept,
2171,Rumble Planet,322685,kept,
2172,Sunrise Sunset,411545,kept,
2177,the itty bitty card game,426509,kept,
2180,Piratas!,311702,kept,
2186,Bunny Boom,395512,kept,
2194,Pacifica,379153,kept,
2206,iye,437478,kept,
2215,Quadrata Canada,416184,kept,
2227,Sneferu: Builders of the Pyramids,400943,kept,
2229,Monster Hex,423667,kept,
2237,Livingstone,40444,kept,
2240,Kingscraft,349082,kept,
2245,Pioneer Days,200057,kept,
2249,Àiyé,322626,kept,
2251,Paikō,119782,kept,
2256,Cuttle,115370,kept,
2267,Wizards Cup,400756,kept,
2273,Sfynx,400297,kept,
2280,Falconry,381501,kept,
2283,Pirates Under Fire,287217,kept,
2284,The Fate of the Fellowship,436217,kept,
2290,Kaiser,17779,kept,
2297,Monster Smash,425009,kept,
2302,Cookie Battle,430345,kept,
2305,Misty,270443,kept,
2320,Spellcrafter,433826,kept,
2322,Schafkopf,6817,kept,
2327,Natural Chaos,302385,kept,
2328,Monster Trick,172309,kept,
2345,Shock! Knights & Poisons,304949,kept,
2349,The Nine sons of dragon,442328,kept,
2390,Carpniches,446226,kept,
2406,Pisanki,419593,kept,
2429,Trickarus,432487,kept,
2434,Malabares,436794,kept,
2435,Chandigarh,374134,kept,
2439,Jokerball,448482,kept,
2440,GIPF,527,kept,
2465,7th Sea: City of Five Sails,367584,kept,
2467,Olenon,450043,kept,
2484,Elongo,336933,kept,
2497,Strategic Reserve,453906,kept,
2500,Drôles de Zèbres,14781,kept,
2505,Rowdy Partners,450337,kept,
2507,Suspeição,448096,kept,
2511,Reef Gardens,450708,kept,
2513,420,455209,kept,
2515,Tricky Kids,447378,kept,
2531,APEX,408236,kept,
2554,Arabella,368126,kept,
2566,Flockers,446669,kept,
2572,Quiltable,423848,kept,
2575,Stable Times,450288,kept,
2603,Group,,dropped-placeholder,
2657,CATsle Builders,405460,kept,
